user_id,is_member,membership_cancelled,tenure_days,recency_days,day_since_last_order,order_count,total_spend,cart_abandon_count,wishlist_idle_count,coupon_unused_count,bad_review_count,cancel_count,spending_drop_ratio,satisfaction_score,prefered_order_cat,seed_group,seed_type,churned
1111,0,0,280,1,14,8,555752,0,0,1,0,0,1.02,,가전/디지털,normal,,0
1112,0,0,650,14,3,4,113032,1,1,0,0,0,1.22,,반려동물,normal,,0
1113,0,0,881,4,2,10,556460,1,0,0,0,0,1.28,,자동차,normal,,0
1114,1,0,105,13,20,24,1849464,0,0,3,0,0,1.22,4,뷰티,risk,COUPON_EXPIRING,0
1115,0,0,353,5,4,5,340710,0,0,0,0,0,1.18,,반려동물,normal,,0
1116,0,0,803,8,19,15,586440,0,0,0,0,0,1.13,5,자동차,normal,,0
1117,0,0,538,5,26,15,874965,0,0,1,0,0,1.19,,가전/디지털,normal,,0
1118,0,0,428,6,4,27,904179,1,0,0,0,0,0.35,,가전/디지털,risk,SPENDING_DROP,0
1119,1,0,971,0,12,9,777312,1,1,0,0,0,0.97,3,뷰티,normal,,0
1120,0,0,911,11,7,24,918888,1,0,1,0,0,1.01,,자동차,normal,,0
1121,0,0,489,14,5,30,2571510,0,0,0,0,0,0.92,,뷰티,normal,,0
1122,0,0,740,2,25,17,1044204,0,0,0,0,0,0.38,5,완구/취미,risk,SPENDING_DROP,0
1123,0,0,464,8,23,21,1501185,0,0,0,0,0,1.24,,스포츠,normal,,0
1124,0,0,291,10,22,7,556227,0,0,0,0,0,1.22,3,가전/디지털,normal,,0
1125,0,0,576,12,5,29,2462303,0,0,1,0,0,0.91,,반려동물,normal,,0
1126,0,0,370,13,8,16,522544,1,0,0,0,0,0.94,5,출산/유아동,normal,,0
1127,0,0,41,34,31,1,62822,0,0,0,0,0,1.36,4,가구/인테리어,risk,FIRST_ORDER_ONLY,1
1128,0,0,443,3,11,16,1218672,0,1,0,0,0,1.14,2,패션,normal,,0
1129,1,0,563,0,17,25,1547350,0,0,0,0,0,1.27,,뷰티,normal,,0
1130,0,0,611,62,62,28,2111312,0,0,0,0,0,1.38,,출산/유아동,risk,LOGIN_INACTIVE,1
1131,0,0,99,7,26,16,502080,0,0,0,0,0,1.22,,반려동물,normal,,0
1132,0,0,706,14,5,26,2069496,0,0,0,0,0,1.06,,스포츠,normal,,0
1133,1,0,377,8,26,14,1107946,0,0,0,0,0,0.83,4,패션,normal,,0
1134,1,0,55,22,39,1,16385,0,0,0,0,0,1.12,,완구/취미,risk,FIRST_ORDER_ONLY,0
1135,0,0,238,14,16,19,1110645,1,0,0,0,0,1.03,5,식품,normal,,0
1136,0,0,56,39,55,1,33151,0,0,0,0,0,1.23,,생활용품,risk,FIRST_ORDER_ONLY,1
1137,0,0,247,3,12,13,1100632,0,0,0,0,0,1.34,,반려동물,normal,,0
1138,0,0,228,2,6,28,161721,0,0,0,0,0,0.26,,가전/디지털,risk,SPENDING_DROP,1
1139,0,0,710,8,5,15,1123035,0,0,0,0,0,1.02,4,출산/유아동,normal,,1
1140,1,0,149,4,30,6,401256,0,0,1,0,0,1.35,3,생활용품,risk,COUPON_EXPIRING,0
1141,0,0,84,2,4,7,311381,0,0,1,0,0,0.99,,스포츠,normal,,0
1142,0,0,549,1,27,12,531780,0,0,0,0,0,0.88,,뷰티,normal,,0
1143,0,0,196,73,81,13,925743,0,0,0,0,0,0.82,4,가전/디지털,risk,LOGIN_INACTIVE,1
1144,0,0,603,0,11,22,835208,0,0,0,0,0,0.89,4,완구/취미,normal,,0
1145,0,0,546,7,17,25,1201625,0,0,0,0,0,1.1,3,생활용품,normal,,0
1146,0,0,132,2,23,29,1062560,1,0,0,0,0,1.06,5,문구/오피스,normal,,0
1147,1,0,639,2,9,6,445194,0,0,0,0,0,0.92,,뷰티,normal,,0
1148,0,0,830,6,3,5,310030,0,0,0,0,0,1.36,,완구/취미,normal,,0
1149,0,0,520,9,28,16,791264,0,0,0,0,0,1.26,4,완구/취미,normal,,0
1150,0,0,721,69,69,17,690455,0,0,0,0,0,0.8,5,가구/인테리어,risk,LOGIN_INACTIVE,1
1151,0,1,127,8,4,17,664343,0,0,0,0,0,0.93,4,자동차,normal,,1
1152,0,0,886,14,12,24,1434696,0,0,1,0,0,1.31,,자동차,normal,,1
1153,0,0,583,7,14,19,721829,0,0,0,0,0,0.97,4,뷰티,normal,,0
1154,0,0,691,10,4,20,1059520,0,1,1,0,0,1.14,4,스포츠,normal,,0
1155,1,0,380,14,30,11,687368,1,0,0,0,0,0.95,,문구/오피스,normal,,0
1156,0,0,403,8,23,30,2218230,0,0,0,0,0,0.87,,가전/디지털,normal,,0
1157,0,1,971,9,6,23,1349364,0,0,0,0,0,1.11,4,자동차,risk,MEMBERSHIP_CANCEL,0
1158,0,0,533,29,25,29,1239141,0,0,0,0,0,0.53,,스포츠,border,,0
1159,0,0,889,7,13,24,1252680,0,0,1,0,0,1.05,,패션,normal,,0
1160,0,0,209,4,21,14,412202,0,1,1,0,0,1.39,,패션,risk,COUPON_EXPIRING,0
1161,1,0,253,12,10,6,509322,0,1,0,0,0,0.93,4,생활용품,normal,,0
1162,0,0,490,3,10,22,587026,1,0,0,0,0,0.82,4,헬스/건강,normal,,0
1163,0,0,456,5,5,17,651338,0,0,1,0,0,0.79,5,스포츠,normal,,0
1164,0,0,344,1,19,6,331086,0,0,0,0,0,1.03,,문구/오피스,normal,,0
1165,0,1,972,16,20,5,139240,0,0,0,0,0,0.93,,자동차,risk,MEMBERSHIP_CANCEL,0
1166,1,0,296,3,21,11,604571,3,0,0,0,0,0.76,4,생활용품,risk,CART_ABANDON,1
1167,0,0,885,13,14,9,419634,0,0,0,0,0,1.12,1,생활용품,normal,,0
1168,0,0,336,12,17,23,835498,0,1,0,0,0,1.05,2,생활용품,normal,,0
1169,0,0,973,2,9,9,509670,0,0,3,0,0,1.13,5,헬스/건강,risk,COUPON_EXPIRING,0
1170,0,0,516,3,9,16,530480,0,0,0,0,0,0.85,,완구/취미,normal,,0
1171,0,0,931,9,26,16,1117248,0,4,0,0,0,1.19,,완구/취미,risk,WISHLIST_IDLE,0
1172,0,0,956,8,12,29,1804235,0,0,1,0,0,1.04,5,가구/인테리어,risk,COUPON_EXPIRING,0
1173,0,0,207,11,4,15,1042515,0,0,0,0,0,0.98,4,반려동물,normal,,0
1174,0,0,314,11,11,12,603156,0,1,1,0,0,1.2,4,헬스/건강,normal,,1
1175,0,0,309,10,24,22,626538,0,1,0,0,0,0.97,3,스포츠,normal,,1
1176,0,0,80,7,15,16,1253904,1,0,0,0,0,0.9,,스포츠,normal,,0
1177,1,0,993,4,17,15,610830,0,1,0,0,0,1.14,,자동차,normal,,0
1178,0,0,260,47,49,29,2029884,0,0,0,2,0,1.35,4,자동차,composite,,0
1179,0,0,321,7,6,20,1168480,0,0,1,0,0,0.87,3,가구/인테리어,normal,,0
1180,0,0,379,2,18,17,488784,0,0,0,0,0,1.18,4,헬스/건강,normal,,0
1181,1,0,952,20,23,29,1248769,0,0,0,0,0,0.59,5,스포츠,border,,0
1182,1,0,128,12,5,6,331584,0,0,0,0,0,1.05,,자동차,normal,,0
1183,0,0,437,11,7,28,1120476,0,0,0,0,0,0.96,,자동차,normal,,0
1184,1,0,844,4,18,9,204435,0,1,0,0,0,0.86,,문구/오피스,normal,,0
1185,0,0,219,13,6,19,982471,1,1,0,0,0,0.93,,완구/취미,normal,,0
1186,0,0,525,2,24,11,378411,0,0,0,0,0,0.78,,가전/디지털,normal,,0
1187,0,0,199,0,11,16,1286304,0,0,0,0,0,1.11,,가전/디지털,normal,,0
1188,0,0,473,14,18,27,2191320,1,1,0,0,0,1.14,,출산/유아동,normal,,0
1189,0,0,917,11,14,26,1376830,0,0,0,0,0,1.07,,패션,normal,,0
1190,0,0,97,5,4,29,1976901,3,0,1,0,0,1.0,5,완구/취미,risk,CART_ABANDON,0
1191,1,0,382,7,8,4,88408,0,0,0,0,0,1.04,5,완구/취미,normal,,0
1192,1,0,869,12,25,22,843238,0,0,0,0,0,0.76,5,패션,normal,,0
1193,1,0,985,39,52,11,921822,0,0,0,0,0,0.88,3,가전/디지털,risk,LOGIN_INACTIVE,1
1194,0,0,311,2,30,5,166375,0,0,0,0,0,1.0,,자동차,normal,,0
1195,0,0,953,6,4,24,1404672,0,0,0,0,0,1.36,,뷰티,normal,,1
1196,1,0,129,5,12,19,861821,0,0,0,0,0,0.82,4,패션,normal,,0
1197,0,0,788,8,10,27,751923,0,0,2,0,0,0.77,,가구/인테리어,risk,COUPON_EXPIRING,0
1198,0,0,877,9,16,14,916608,0,1,0,0,0,1.09,,자동차,risk,WISHLIST_IDLE,0
1199,0,0,836,7,15,18,1572606,0,1,0,0,0,1.12,3,자동차,risk,WISHLIST_IDLE,0
1200,0,0,904,4,12,8,621224,4,0,0,1,0,1.25,,가구/인테리어,composite,,1
1201,0,1,105,7,2,5,187120,0,0,0,0,0,1.29,2,자동차,risk,MEMBERSHIP_CANCEL,1
1202,0,1,620,18,10,17,809285,0,0,1,0,0,0.92,,헬스/건강,risk,MEMBERSHIP_CANCEL,0
1203,0,0,127,3,16,29,1209474,1,0,0,0,0,1.05,4,생활용품,normal,,1
1204,0,0,691,11,13,14,1140482,1,0,0,0,0,1.33,,완구/취미,normal,,0
1205,0,0,819,5,22,30,1883970,0,0,1,0,0,1.13,,식품,normal,,1
1206,0,0,345,12,21,25,1303775,0,0,0,0,0,0.96,3,식품,normal,,0
1207,0,0,367,22,28,20,1460920,0,0,1,0,0,0.53,,가전/디지털,border,,0
1208,1,0,284,14,9,29,2344998,1,1,0,0,0,1.08,,패션,normal,,0
1209,0,0,820,6,15,17,1078004,0,0,3,0,0,1.37,,출산/유아동,risk,COUPON_EXPIRING,0
1210,0,0,853,5,30,6,164748,0,1,0,0,0,1.06,,뷰티,normal,,0
1211,0,0,401,5,5,4,241484,0,1,0,0,0,1.37,,헬스/건강,normal,,1
1212,0,0,279,25,29,22,1117952,0,0,0,0,0,0.56,,출산/유아동,border,,0
1213,1,0,163,1,4,6,126672,0,0,1,0,0,1.36,,반려동물,normal,,0
1214,0,0,887,10,22,29,1157332,3,0,0,0,0,0.84,5,패션,risk,CART_ABANDON,1
1215,0,0,1000,13,24,25,1670625,0,0,0,0,0,0.95,4,반려동물,normal,,0
1216,1,0,60,46,57,1,61231,0,1,0,0,0,0.86,,패션,risk,FIRST_ORDER_ONLY,1
1217,0,0,667,4,21,12,1067460,0,0,0,0,0,1.05,4,패션,normal,,0
1218,0,0,221,10,26,12,1049844,0,0,0,0,0,0.77,5,가전/디지털,normal,,0
1219,0,0,740,2,24,14,1147328,0,0,0,0,0,0.94,5,뷰티,normal,,0
1220,1,0,894,6,15,26,1321268,0,1,0,0,0,0.89,,뷰티,normal,,0
1221,0,0,212,11,6,18,446814,0,0,0,0,0,0.82,,식품,normal,,0
1222,0,0,189,2,25,18,533268,0,0,0,0,0,0.91,,스포츠,normal,,0
1223,0,0,505,6,5,19,1133445,1,0,0,0,0,0.77,2,뷰티,normal,,0
1224,0,0,460,3,13,9,257922,0,1,1,0,0,1.0,,생활용품,normal,,0
1225,0,0,569,7,23,30,2162970,0,1,0,0,0,1.28,5,뷰티,normal,,0
1226,0,0,784,6,23,27,1653993,1,0,1,0,0,0.87,,가구/인테리어,normal,,1
1227,0,0,228,4,15,29,934322,0,1,0,0,0,1.32,4,뷰티,normal,,0
1228,0,0,585,9,17,11,620609,1,0,0,0,0,1.25,,출산/유아동,normal,,0
1229,1,0,429,11,12,24,1653408,0,0,0,0,0,1.38,,생활용품,normal,,0
1230,0,0,276,6,12,10,861880,2,0,0,0,0,1.13,,반려동물,risk,CART_ABANDON,0
1231,0,0,808,12,3,28,2229668,1,0,0,0,0,1.4,,식품,normal,,0
1232,0,0,105,4,12,18,402264,0,0,2,0,0,1.06,,완구/취미,risk,COUPON_EXPIRING,0
1233,1,0,996,14,21,18,904860,1,1,0,0,0,0.92,,자동차,normal,,0
1234,0,0,932,0,28,24,1201848,0,0,0,0,0,0.75,,출산/유아동,normal,,0
1235,0,0,101,82,90,11,867724,0,0,0,0,0,0.8,5,반려동물,risk,LOGIN_INACTIVE,0
1236,0,0,893,14,19,21,1567104,0,1,0,0,0,1.25,5,생활용품,normal,,0
1237,0,0,373,12,21,29,774590,0,0,0,0,0,1.11,,가전/디지털,normal,,1
1238,0,0,178,13,9,28,1987720,0,0,0,0,0,0.88,4,문구/오피스,normal,,0
1239,0,0,499,1,12,25,1304750,1,0,0,0,0,1.24,,자동차,normal,,0
1240,1,0,233,10,11,12,644364,0,1,0,0,0,0.86,4,생활용품,normal,,0
1241,0,0,843,14,11,7,423955,1,0,0,0,0,0.8,3,헬스/건강,normal,,1
1242,0,0,50,22,36,1,45396,1,0,0,0,0,1.24,,패션,risk,FIRST_ORDER_ONLY,1
1243,0,0,184,8,26,14,1133818,0,0,0,0,0,1.26,4,문구/오피스,normal,,0
1244,0,0,867,1,13,15,646800,0,0,1,0,0,1.22,,헬스/건강,normal,,1
1245,0,0,883,12,26,23,720521,1,0,0,0,0,1.09,,완구/취미,normal,,1
1246,0,0,607,3,17,26,1717456,0,1,0,0,0,1.03,,문구/오피스,normal,,0
1247,1,0,584,12,27,29,2109779,0,0,0,0,0,1.25,4,완구/취미,normal,,0
1248,0,0,774,27,26,27,1342440,0,1,0,0,0,0.55,4,패션,border,,0
1249,1,0,263,14,3,15,371520,0,0,0,0,0,1.39,4,가구/인테리어,normal,,0
1250,0,0,724,5,15,15,314610,1,1,0,0,0,1.3,4,뷰티,normal,,0
1251,1,0,593,8,26,23,811187,0,0,0,0,0,1.11,,가구/인테리어,normal,,0
1252,1,0,43,17,40,1,65789,0,0,0,0,0,1.1,3,식품,risk,FIRST_ORDER_ONLY,0
1253,0,0,367,21,28,5,269265,0,1,0,0,0,0.55,5,패션,border,,1
1254,0,0,375,11,11,19,1393251,0,1,0,0,0,1.21,3,문구/오피스,normal,,0
1255,0,0,597,9,21,8,264984,0,0,0,0,0,0.97,4,식품,normal,,0
1256,0,0,247,28,21,7,212331,0,0,1,0,0,0.62,4,헬스/건강,border,,1
1257,0,0,651,13,24,21,1238055,1,0,0,0,0,1.01,,문구/오피스,normal,,0
1258,0,0,379,14,30,24,375360,0,0,0,0,0,0.09,,식품,risk,SPENDING_DROP,0
1259,0,0,169,14,17,4,102292,0,0,3,0,0,0.92,,완구/취미,risk,COUPON_EXPIRING,1
1260,0,0,976,12,9,21,645729,0,0,1,0,0,1.21,,출산/유아동,normal,,0
1261,0,0,705,12,2,7,571515,0,0,0,0,0,1.37,4,자동차,normal,,0
1262,0,0,581,3,15,25,517300,0,1,0,0,0,1.22,4,문구/오피스,normal,,0
1263,0,0,252,7,19,30,1535490,0,0,0,0,0,0.88,5,출산/유아동,normal,,0
1264,0,0,359,5,6,20,1460420,1,0,0,0,0,0.93,4,뷰티,normal,,0
1265,0,0,936,29,23,23,1726817,0,0,0,0,0,0.61,,완구/취미,border,,0
1266,0,0,191,9,7,26,928850,1,0,0,0,0,0.9,,가구/인테리어,normal,,0
1267,0,0,822,0,25,11,324093,0,0,0,0,0,1.37,4,가전/디지털,normal,,0
1268,0,0,62,10,8,22,759418,0,0,0,0,0,0.88,,출산/유아동,normal,,0
1269,0,0,65,27,45,1,46053,1,0,0,0,0,1.18,,출산/유아동,risk,FIRST_ORDER_ONLY,1
1270,0,0,271,6,13,8,357128,1,1,2,0,0,1.07,,반려동물,risk,COUPON_EXPIRING,0
1271,0,0,110,4,2,17,1305464,0,0,1,0,0,0.79,,가전/디지털,normal,,0
1272,1,0,596,4,8,18,1335330,0,0,0,0,0,0.87,,문구/오피스,normal,,0
1273,1,0,74,7,27,28,2503592,0,2,0,0,0,0.9,5,생활용품,risk,WISHLIST_IDLE,0
1274,0,0,944,0,28,26,2144974,2,0,0,0,0,1.03,5,가구/인테리어,risk,CART_ABANDON,0
1275,0,0,300,4,17,28,1971396,1,1,0,0,0,1.36,,생활용품,risk,CART_ABANDON,1
1276,0,0,439,8,10,27,889758,0,0,0,0,0,1.24,4,패션,normal,,0
1277,0,0,124,9,30,4,136160,0,0,1,0,0,1.24,3,문구/오피스,normal,,0
1278,0,0,629,13,21,25,2236425,1,0,1,0,0,0.75,,스포츠,risk,COUPON_EXPIRING,0
1279,1,0,846,6,26,14,1050196,3,0,0,0,0,0.82,4,식품,risk,CART_ABANDON,1
1280,0,0,772,53,56,12,553728,0,0,1,0,0,1.12,,헬스/건강,risk,LOGIN_INACTIVE,1
1281,0,0,543,9,8,16,833552,0,1,0,0,0,1.24,4,식품,normal,,1
1282,1,0,401,7,9,21,1605828,1,0,0,0,0,1.12,,뷰티,normal,,0
1283,0,0,296,6,29,8,206008,0,0,1,0,0,0.8,,헬스/건강,normal,,0
1284,1,0,621,20,29,25,944725,0,0,0,0,0,0.56,,가구/인테리어,border,,0
1285,0,0,718,36,61,12,947532,1,0,1,0,0,1.15,,식품,risk,LOGIN_INACTIVE,1
1286,1,0,870,9,19,12,619380,0,0,0,0,0,1.18,,반려동물,normal,,0
1287,0,0,806,0,28,26,2188316,0,0,0,0,0,0.96,4,가전/디지털,normal,,0
1288,0,1,575,9,9,6,338364,0,0,1,0,0,1.24,2,뷰티,normal,,0
1289,0,0,772,2,2,21,688380,1,0,0,0,0,0.88,,완구/취미,normal,,0
1290,0,0,220,3,25,30,777750,0,0,0,0,0,0.84,5,뷰티,normal,,0
1291,0,0,122,25,24,18,892314,0,0,0,0,0,0.63,5,가전/디지털,border,,1
1292,0,0,217,11,4,17,694433,0,0,0,0,0,1.1,4,뷰티,normal,,0
1293,0,0,923,14,15,25,855600,0,0,0,0,0,1.02,,헬스/건강,normal,,1
1294,0,0,294,11,28,17,710294,0,0,0,0,0,1.19,,출산/유아동,normal,,0
1295,0,0,50,42,45,1,38257,1,0,1,0,0,1.1,4,출산/유아동,risk,FIRST_ORDER_ONLY,0
1296,0,0,57,49,43,1,48736,0,0,1,0,0,1.27,4,가구/인테리어,composite,,1
1297,1,0,178,12,24,22,805574,1,0,0,0,0,1.37,5,스포츠,normal,,0
1298,0,0,633,7,14,7,264061,0,0,1,0,0,1.27,4,가구/인테리어,normal,,0
1299,0,0,989,0,18,11,326931,0,0,2,0,0,1.1,3,자동차,risk,COUPON_EXPIRING,0
1300,0,0,400,8,6,12,520452,0,0,1,0,0,0.84,,헬스/건강,normal,,0
1301,0,0,285,5,22,29,919735,1,0,0,0,0,1.22,4,식품,risk,CART_ABANDON,0
1302,0,0,228,10,10,18,1156680,0,0,0,0,0,1.25,,완구/취미,normal,,0
1303,0,0,84,21,21,26,623402,0,0,0,0,0,0.6,,스포츠,border,,0
1304,1,0,884,1,16,19,1305262,0,0,1,0,0,0.77,,가전/디지털,risk,COUPON_EXPIRING,0
1305,0,0,37,49,33,1,30876,0,0,0,0,0,0.94,,식품,risk,FIRST_ORDER_ONLY,1
1306,0,0,744,24,28,23,1897316,0,0,0,0,0,0.59,5,문구/오피스,border,,0
1307,0,0,381,6,17,5,126465,0,0,0,0,0,0.78,,가구/인테리어,normal,,0
1308,0,0,327,14,9,18,1738275,0,0,0,0,0,0.26,,자동차,risk,SPENDING_DROP,0
1309,0,0,636,1,9,16,1186064,0,0,0,0,0,0.96,5,자동차,normal,,0
1310,1,0,38,41,32,1,71573,0,0,0,0,0,1.21,,문구/오피스,risk,FIRST_ORDER_ONLY,1
1311,1,0,480,9,29,11,883256,0,0,0,0,0,1.16,,패션,normal,,0
1312,0,0,42,48,39,1,61337,0,0,1,0,0,1.35,3,가전/디지털,risk,FIRST_ORDER_ONLY,1
1313,0,0,997,8,25,21,433671,0,0,1,0,0,1.17,5,가구/인테리어,normal,,0
1314,0,0,545,7,30,21,1105398,0,2,1,0,0,1.09,5,패션,composite,,0
1315,0,0,127,2,24,25,1810975,0,0,0,0,0,1.12,,식품,normal,,0
1316,1,0,742,11,11,25,1835750,0,0,1,0,0,1.24,,출산/유아동,normal,,0
1317,0,0,437,11,25,8,713984,0,0,1,0,0,0.91,4,헬스/건강,normal,,0
1318,0,0,954,0,28,18,1280556,0,1,0,0,0,0.98,5,자동차,normal,,0
1319,1,0,40,27,40,1,34504,0,0,0,0,0,0.99,3,반려동물,risk,FIRST_ORDER_ONLY,0
1320,0,0,146,7,14,25,1508350,0,0,0,0,0,1.12,4,식품,normal,,0
1321,0,0,603,8,2,30,1488120,0,0,0,0,0,1.08,,스포츠,normal,,0
1322,0,1,910,20,24,9,338364,0,1,0,0,0,0.6,4,자동차,border,,0
1323,0,0,933,4,9,5,234110,1,0,0,0,0,0.98,5,반려동물,normal,,0
1324,0,0,598,4,20,30,1838910,1,0,0,0,0,1.27,4,문구/오피스,normal,,0
1325,0,0,164,1,5,29,2308516,0,0,0,0,0,1.1,,생활용품,normal,,0
1326,0,0,56,5,54,1,14555,4,0,2,0,0,1.01,5,출산/유아동,composite,,1
1327,1,0,532,8,29,7,513604,0,2,0,0,0,0.76,5,가전/디지털,risk,WISHLIST_IDLE,0
1328,0,0,900,0,27,10,238530,0,0,0,0,0,1.11,4,자동차,normal,,0
1329,0,0,671,9,2,30,1560960,3,0,0,0,0,1.07,3,식품,risk,CART_ABANDON,1
1330,0,0,802,25,22,7,142814,1,0,0,0,0,0.63,,자동차,border,,0
1331,1,0,378,9,4,6,216864,1,0,0,0,0,0.82,2,헬스/건강,normal,,1
1332,1,0,291,3,14,13,1162889,0,1,0,0,0,1.24,,뷰티,normal,,0
1333,0,0,259,27,24,17,691339,1,0,0,0,0,0.55,,가전/디지털,border,,0
1334,0,0,138,1,10,17,421277,0,1,0,0,0,1.09,,가구/인테리어,normal,,0
1335,0,0,825,0,28,19,1157377,0,0,0,0,0,0.21,4,가전/디지털,risk,SPENDING_DROP,0
1336,0,1,821,4,18,29,944820,0,0,0,0,0,0.76,2,헬스/건강,risk,MEMBERSHIP_CANCEL,1
1337,0,0,955,0,18,10,466310,0,0,0,0,0,1.28,,자동차,normal,,1
1338,0,1,87,6,6,28,2232160,0,1,1,0,0,1.37,,출산/유아동,risk,COUPON_EXPIRING,0
1339,1,0,979,79,96,25,321864,0,0,3,0,0,0.41,,문구/오피스,composite,,1
1340,0,0,597,13,10,10,580630,0,0,1,0,0,1.33,4,스포츠,risk,COUPON_EXPIRING,0
1341,0,0,600,78,106,29,1317673,0,0,1,0,0,1.34,4,뷰티,risk,LOGIN_INACTIVE,1
1342,0,0,199,6,3,20,955640,0,0,0,0,0,0.78,3,패션,normal,,0
1343,0,0,439,76,78,25,559150,0,0,0,0,0,1.12,,패션,risk,LOGIN_INACTIVE,1
1344,0,0,356,4,20,29,1270954,1,0,0,0,0,0.92,,문구/오피스,normal,,0
1345,0,0,229,6,26,29,2179234,0,0,0,0,0,1.26,4,자동차,normal,,0
1346,0,0,910,8,22,13,1037335,0,0,0,0,0,1.26,,자동차,normal,,0
1347,0,0,453,24,29,22,1155704,0,0,0,0,0,0.59,,식품,border,,0
1348,0,0,239,14,8,10,342020,0,0,1,0,0,0.94,,패션,normal,,0
1349,0,0,854,6,14,8,217432,0,0,1,0,0,1.06,5,문구/오피스,normal,,0
1350,0,0,715,1,16,16,1195984,1,0,0,0,0,1.24,,문구/오피스,normal,,0
1351,0,0,635,11,9,13,1146028,0,0,0,0,0,1.34,,생활용품,normal,,1
1352,0,0,309,2,18,27,915744,1,5,0,0,0,0.43,4,가구/인테리어,composite,,0
1353,0,0,504,5,2,23,903877,0,0,0,0,0,0.85,,가구/인테리어,normal,,0
1354,0,0,46,50,31,1,38394,0,0,0,0,0,1.35,,문구/오피스,risk,FIRST_ORDER_ONLY,1
1355,0,0,496,1,23,29,1133871,0,1,0,0,0,0.97,,패션,normal,,0
1356,1,0,183,4,28,28,1264788,0,0,0,0,0,1.13,,문구/오피스,normal,,0
1357,0,0,378,13,18,28,1557864,0,0,2,0,0,1.37,5,뷰티,risk,COUPON_EXPIRING,0
1358,0,0,289,0,2,28,2445996,0,0,1,0,0,0.79,5,문구/오피스,normal,,0
1359,0,0,179,72,80,18,353745,1,0,0,0,0,0.43,3,문구/오피스,composite,,1
1360,0,0,360,28,23,6,177534,1,0,0,0,0,0.63,,생활용품,border,,0
1361,0,0,717,6,22,18,698904,0,0,0,0,0,0.93,,패션,normal,,0
1362,0,0,511,7,21,19,1081024,0,0,1,0,0,1.33,,뷰티,normal,,0
1363,0,0,472,77,97,27,1996785,0,0,2,0,0,1.11,,스포츠,composite,,0
1364,1,0,108,2,20,16,460064,0,0,0,0,0,1.09,3,패션,normal,,0
1365,0,0,329,1,8,28,966189,0,0,1,0,0,0.18,,출산/유아동,risk,SPENDING_DROP,0
1366,0,0,267,5,14,9,308241,0,1,0,0,0,0.88,,문구/오피스,normal,,0
1367,0,0,754,1,4,9,372726,0,0,0,0,0,0.9,,반려동물,normal,,0
1368,0,0,745,5,6,20,1626120,0,2,0,0,0,0.83,,출산/유아동,risk,WISHLIST_IDLE,0
1369,0,0,136,14,23,18,1060056,0,0,0,2,1,0.86,,스포츠,risk,BAD_EXPERIENCE,1
1370,0,0,204,13,14,5,292685,0,1,0,0,0,0.93,,스포츠,risk,WISHLIST_IDLE,0
1371,0,0,522,3,23,11,580624,0,0,0,0,0,1.35,4,스포츠,normal,,0
1372,1,0,818,12,17,18,1571238,0,0,0,0,0,0.85,,완구/취미,normal,,0
1373,0,0,959,9,30,6,263436,2,0,0,0,0,1.38,,문구/오피스,risk,CART_ABANDON,0
1374,0,0,408,11,28,21,1772316,0,0,0,0,0,1.24,,스포츠,normal,,1
1375,0,0,297,13,28,30,1555620,1,1,0,0,0,1.19,4,출산/유아동,normal,,1
1376,0,0,478,0,12,14,700042,0,0,0,0,0,1.07,4,출산/유아동,normal,,0
1377,0,0,662,8,25,26,1980914,0,1,0,0,0,1.06,5,헬스/건강,normal,,0
1378,1,0,472,13,17,5,254630,1,0,1,0,0,1.31,4,뷰티,normal,,0
1379,0,0,48,36,31,1,57977,0,1,1,0,0,0.87,4,스포츠,composite,,0
1380,0,0,167,10,10,18,1315350,0,0,0,0,0,1.25,,출산/유아동,normal,,0
1381,1,0,134,9,6,9,566199,0,1,0,0,0,1.37,,뷰티,normal,,0
1382,1,0,37,23,36,1,12118,0,0,0,0,0,1.26,,문구/오피스,risk,FIRST_ORDER_ONLY,0
1383,1,0,877,0,21,14,701680,0,0,1,0,0,1.14,,가전/디지털,normal,,0
1384,0,0,316,8,11,26,962962,0,0,1,0,0,1.15,5,반려동물,normal,,0
1385,1,0,704,1,22,21,651231,0,0,0,0,0,1.05,,출산/유아동,normal,,0
1386,0,0,829,14,3,29,2257795,0,1,0,0,0,1.1,3,헬스/건강,normal,,0
1387,1,0,459,7,8,18,800622,0,0,0,0,0,1.26,4,출산/유아동,normal,,0
1388,1,0,125,11,22,23,1850971,0,5,0,0,0,0.85,5,반려동물,risk,WISHLIST_IDLE,0
1389,0,0,997,6,18,22,1873784,0,0,1,0,0,0.96,,생활용품,normal,,1
1390,1,0,260,7,25,22,550088,0,0,0,0,0,0.75,,식품,normal,,0
1391,1,0,250,10,22,24,1227048,0,0,1,0,0,1.18,3,생활용품,normal,,0
1392,0,0,833,6,14,15,952485,0,0,0,0,0,0.83,,출산/유아동,normal,,0
1393,1,0,981,8,7,12,778908,1,0,0,0,0,1.09,,헬스/건강,normal,,0
1394,1,0,667,6,8,18,691128,0,1,0,0,0,1.16,3,뷰티,normal,,0
1395,0,0,196,10,19,24,1326984,0,1,0,0,0,1.36,,반려동물,normal,,0
1396,0,0,983,14,20,21,703773,0,0,2,0,0,1.19,,패션,risk,COUPON_EXPIRING,0
1397,0,0,605,12,12,9,750123,0,1,0,0,0,1.38,,헬스/건강,normal,,1
1398,0,0,473,9,9,9,442197,0,0,0,0,0,0.82,,완구/취미,normal,,0
